t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
4.932,25,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.426983353983946,False,1.21695876121521,-2.039125680923462,-0.6683938503265381,,,,48.09,False,,,"{""telemetry"": 1.7, ""graph"": 119.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.151,26,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.428119835895853,False,1.2141296863555908,-2.033050775527954,-0.6666611433029175,,,,53.72,False,,,"{""telemetry"": 0.7, ""graph"": 138.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.333,27,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.429177713457783,False,1.212525725364685,-2.029400587081909,-0.6622859835624695,,,,57.91,False,,,"{""telemetry"": 0.9, ""graph"": 120.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.525,28,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.441796366048447,False,1.2111947536468506,-2.026217222213745,-0.6460390090942383,,,,60.44,False,,,"{""telemetry"": 1.4, ""graph"": 111.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
5.786,29,slm,TOWNSIM_INI,1,evasive,EVADIR_DERECHA,0,29.4567879208031,False,1.2102656364440918,-2.0239312648773193,-0.6326030492782593,,,,61.54,False,,,"{""telemetry"": 0.8, ""graph"": 173.4}",False,,,,,,,,,0.005,1.84,1.0,True,0.0,12.64,1.0,False,0.0,18.98,1.0,False
6.011,30,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,29.469058104544278,False,1.2096829414367676,-2.0219578742980957,-0.6283228397369385,,,,62.14,False,,,"{""telemetry"": 0.8, ""graph"": 198.1}",False,,,,,,,,,0.0,23.33,1.0,False,0.001,14.78,1.0,False,0.0,48.98,1.0,False
6.223,31,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.393645905305068,False,1.2209608554840088,-1.9984586238861084,-0.7617279291152954,,,,63.92,False,,,"{""telemetry"": 0.8, ""graph"": 208.7}",False,,,,,,,,,0.0,,0.108,False,0.0,,0.108,False,0.0,,0.108,False
6.351,32,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.306443922243076,False,1.2416645288467407,-1.9579951763153076,-0.7693860530853271,,,,68.49,False,,,"{""telemetry"": 1.0, ""graph"": 124.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.526,33,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.33709741041897,False,1.2581326961517334,-1.9267221689224243,-0.7482515573501587,,,,81.39,False,,,"{""telemetry"": 1.7, ""graph"": 98.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.738,34,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.348230520511574,False,1.2747987508773804,-1.8955978155136108,-0.737226665019989,,,,105.0,False,,,"{""telemetry"": 0.9, ""graph"": 111.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
6.923,35,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.356033109830655,False,1.2862632274627686,-1.8743445873260498,-0.729654848575592,,,,128.91,False,,,"{""telemetry"": 2.0, ""graph"": 94.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.144,36,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.36242341380696,False,1.2965461015701294,-1.8552683591842651,-0.7209815382957458,,,,151.11,False,,,"{""telemetry"": 1.0, ""graph"": 116.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.327,37,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.374753433158244,False,1.303041696548462,-1.843160629272461,-0.7066653370857239,,,,156.52,False,,,"{""telemetry"": 0.9, ""graph"": 98.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.526,38,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.383299489897713,False,1.3083454370498657,-1.8332364559173584,-0.7023736834526062,,,,151.65,False,,,"{""telemetry"": 2.0, ""graph"": 95.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.74,39,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.385171109058785,False,1.3125784397125244,-1.8253110647201538,-0.7002615928649902,,,,143.74,False,,,"{""telemetry"": 1.1, ""graph"": 111.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
7.934,40,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.387359620032694,False,1.3154348134994507,-1.8199723958969116,-0.692887544631958,,,,139.91,False,,,"{""telemetry"": 0.8, ""graph"": 104.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
8.281,41,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,29.403040533796492,False,1.3177894353866577,-1.8155730962753296,-0.675638735294342,,,,138.1,False,,,"{""telemetry"": 1.3, ""graph"": 251.3}",False,,,,,,,,,0.001,14.41,1.0,False,0.069,0.6,1.0,True,0.0,0.23,1.0,True
8.558,42,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,29.42172723504663,False,1.3198145627975464,-1.8117929697036743,-0.6589244604110718,,,,137.23,False,,,"{""telemetry"": 1.0, ""graph"": 255.0}",False,,,,,,,,,0.0,30.36,1.0,False,0.043,1.12,1.0,True,0.055,0.41,1.0,True
8.817,43,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,29.43555859989721,False,1.3212594985961914,-1.8090955018997192,-0.6456698775291443,,,,136.92,False,,,"{""telemetry"": 1.5, ""graph"": 252.8}",False,,,,,,,,,0.0,66.51,0.409,False,0.021,2.21,0.409,True,0.032,0.36,0.409,True
9.042,44,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,29.445668190593423,False,1.322210431098938,-1.8073207139968872,-0.6359394192695618,,,,136.81,False,,,"{""telemetry"": 1.1, ""graph"": 218.8}",False,,,,,,,,,0.0,89.52,0.316,False,0.0,3.42,0.316,False,0.023,0.65,0.316,False
9.227,45,slm,TOWNSIM_INI,1,deliberative,FRENAR,0,29.45317418310029,False,1.3227556943893433,-1.80630362033844,-0.6297661662101746,,,,136.77,False,,,"{""telemetry"": 1.2, ""graph"": 181.2}",False,,,,,,,,,0.0,132.33,0.242,False,0.004,4.12,0.231,False,0.02,1.0,0.262,False
9.454,46,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.458609121280727,False,1.3232059478759766,-1.8054629564285278,-0.6241334080696106,,,,136.76,False,,,"{""telemetry"": 1.2, ""graph"": 207.5}",False,,,,,,,,,0.0,,0.11,False,0.0,,0.09,False,0.0,,0.126,False
9.629,47,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.463343466696195,False,1.3234819173812866,-1.8049479722976685,-0.6203108429908752,,,,136.75,False,,,"{""telemetry"": 1.3, ""graph"": 171.5}",False,,,,,,,,,0.0,,0.039,False,0.0,,0.051,False,0.0,,0.091,False
9.835,48,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.467080039691545,False,1.323723316192627,-1.8044970035552979,-0.6129856109619141,,,,137.89,False,,,"{""telemetry"": 1.4, ""graph"": 176.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
9.969,49,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.482235825331813,False,1.3238927125930786,-1.8041801452636719,-0.600497841835022,,,,150.65,False,,,"{""telemetry"": 1.0, ""graph"": 111.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.168,50,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.484840365003247,False,1.3240164518356323,-1.8039482831954956,-0.6002114415168762,,,,171.89,False,,,"{""telemetry"": 1.6, ""graph"": 109.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.376,51,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.484800301248573,False,1.3241114616394043,-1.8037679195404053,-0.6002192497253418,,,,-161.75,False,,,"{""telemetry"": 1.1, ""graph"": 116.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.557,52,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.48485006079531,False,1.3241735696792603,-1.8036491870880127,-0.6001254916191101,,,,-137.48,False,,,"{""telemetry"": 1.3, ""graph"": 97.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.756,53,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.48515967037522,False,1.3242254257202148,-1.803548812866211,-0.5973811745643616,,,,-117.74,False,,,"{""telemetry"": 1.3, ""graph"": 96.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
10.992,54,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.496577041671237,False,1.3242690563201904,-1.803462266921997,-0.5831909775733948,,,,-113.37,False,,,"{""telemetry"": 1.2, ""graph"": 132.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.149,55,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.501385764583237,False,1.3242911100387573,-1.8034186363220215,-0.5844733119010925,,,,-118.67,False,,,"{""telemetry"": 1.1, ""graph"": 89.1}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.369,56,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.498899485478386,False,1.3243138790130615,-1.8033733367919922,-0.5869939923286438,,,,-126.83,False,,,"{""telemetry"": 1.2, ""graph"": 108.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.564,57,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.497208952325742,False,1.3243296146392822,-1.803342580795288,-0.5827092528343201,,,,-130.45,False,,,"{""telemetry"": 0.8, ""graph"": 103.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
11.841,58,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,29.51205515372925,False,1.3243414163589478,-1.803318977355957,-0.5663967728614807,,,,-131.96,False,,,"{""telemetry"": 0.8, ""graph"": 180.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
12.111,59,slm,TOWNSIM_INI,1,deliberative,EVADIR_IZQUIERDA,0,29.527186463441623,False,1.3243494033813477,-1.80330228805542,-0.5524182319641113,,,,-132.65,False,,,"{""telemetry"": 0.8, ""graph"": 216.8}",True,2447.7,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: BLOQUEADO (ocupacion=7%, TTC=0.6s)
- DERECHA: BLOQUEADO (ocupacion=0%, TTC=0.2s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.4m hacia Izquierda (-13°)
- Altitud actual: 0.7m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, evadir para avanzar hacia el waypoint.""}",1,photo-20260903T152755.365Z.png,0.0,31.85,1.0,False,0.0,24.13,1.0,False,0.001,4.97,1.0,False
12.288,60,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,29.54221277188422,False,1.3241870403289795,-1.8034690618515015,-0.5481566786766052,,,,-133.1,False,,,"{""telemetry"": 0.7, ""graph"": 173.0}",False,,,,,,,,,0.0,53.12,0.166,False,0.0,41.2,0.166,False,0.0,48.22,0.166,False
12.496,61,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,29.465010016369867,False,1.3128585815429688,-1.8156260251998901,-0.6882762312889099,,,,-134.6,False,,,"{""telemetry"": 0.8, ""graph"": 180.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
12.622,62,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,29.296218384849556,False,1.2826056480407715,-1.8481088876724243,-0.8627042770385742,,,,-136.95,False,,,"{""telemetry"": 0.9, ""graph"": 106.8}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
12.83,63,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,29.124614411623373,False,1.2330329418182373,-1.901369333267212,-1.0393738746643066,,,,-139.75,False,,,"{""telemetry"": 1.3, ""graph"": 113.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
13.022,64,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,28.959671601257448,False,1.1741328239440918,-1.9646904468536377,-1.1975512504577637,,,,-142.45,False,,,"{""telemetry"": 2.2, ""graph"": 104.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
13.233,65,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.798208764853808,False,1.096736192703247,-2.0479414463043213,-1.3707571029663086,,,,-145.54,False,,,"{""telemetry"": 1.4, ""graph"": 115.8}",True,2447.7,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: BLOQUEADO (ocupacion=7%, TTC=0.6s)
- DERECHA: BLOQUEADO (ocupacion=0%, TTC=0.2s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.4m hacia Izquierda (-13°)
- Altitud actual: 0.7m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, evadir para avanzar hacia el waypoint.""}",1,photo-20260903T152755.365Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
13.482,66,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.639438126350548,False,1.0185718536376953,-2.1320409774780273,-1.5039409399032593,,,,-147.03,False,,,"{""telemetry"": 0.7, ""graph"": 164.9}",True,2447.7,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: BLOQUEADO (ocupacion=7%, TTC=0.6s)
- DERECHA: BLOQUEADO (ocupacion=0%, TTC=0.2s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.4m hacia Izquierda (-13°)
- Altitud actual: 0.7m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, evadir para avanzar hacia el waypoint.""}",1,photo-20260903T152755.365Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
13.642,67,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.55280293059826,False,0.9361302852630615,-2.2207250595092773,-1.5506623983383179,,,,-134.46,False,,,"{""telemetry"": 1.2, ""graph"": 123.8}",True,2447.7,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: BLOQUEADO (ocupacion=7%, TTC=0.6s)
- DERECHA: BLOQUEADO (ocupacion=0%, TTC=0.2s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.4m hacia Izquierda (-13°)
- Altitud actual: 0.7m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, evadir para avanzar hacia el waypoint.""}",1,photo-20260903T152755.365Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
13.854,68,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.56555284168193,False,0.8680557012557983,-2.2938761711120605,-1.5229569673538208,,,,-111.87,False,,,"{""telemetry"": 1.0, ""graph"": 135.9}",True,2447.7,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: BLOQUEADO (ocupacion=7%, TTC=0.6s)
- DERECHA: BLOQUEADO (ocupacion=0%, TTC=0.2s)

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.4m hacia Izquierda (-13°)
- Altitud actual: 0.7m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, evadir para avanzar hacia el waypoint.""}",1,photo-20260903T152755.365Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
